customer_id,customer_name,dob,address,email,customer_since,batch_id,load_timestamp
CUST00001,Donald Walker,1984-02-04,"600 Jeffery Parkways, New Jamesside, MT 29394",zlawrence@example.org,2018-06-21,batch_001,2026-07-31T17:21:16
CUST00002,Gina Moore,1992-03-20,"USNV Garcia, FPO AA 13177",melanie94@example.org,2019-04-18,batch_001,2026-07-31T17:21:16
CUST00003,Valerie Gray,1990-03-28,"310 Kendra Common Apt. 164, Reidstad, GA 49021",jason41@example.net,2024-05-23,batch_001,2026-07-31T17:21:16
CUST00004,Danielle Ford,1983-10-16,"503 Linda Locks, Carlshire, FM 94599",jason76@example.net,2019-06-28,batch_001,2026-07-31T17:21:16
CUST00005,David Hoffman,1971-10-21,"653 William Course Apt. 122, Carlsonfurt, MS 78605",jrice@example.org,2019-01-03,batch_001,2026-07-31T17:21:16
CUST00006,Kimberly Adams,1986-11-15,"6270 Stanton Track, New Rita, VI 82460",meagan89@example.org,2018-07-11,batch_001,2026-07-31T17:21:16
CUST00007,Kimberly Osborne,1950-12-24,"570 Sarah Wells, Johnbury, FM 74865",millertodd@example.org,2022-12-09,batch_001,2026-07-31T17:21:16
CUST00008,Betty Alvarez,2007-02-17,"963 Jennifer Locks Suite 787, East Jeffreymouth, AK 77611",briannasmith@example.net,2025-08-22,batch_001,2026-07-31T17:21:16
CUST00009,Taylor Heath,1983-07-12,"7382 Sanchez Mountains, Leeville, TN 56999",rodney70@example.net,2017-07-30,batch_001,2026-07-31T17:21:16
CUST00010,Nicholas Mcbride,1985-01-17,"87262 Ford Well, South Lindseyside, CT 07131",novaksara@example.org,2018-04-02,batch_001,2026-07-31T17:21:16
CUST00011,Mr. James Brown,1951-11-24,"7468 Moore Hill Apt. 098, Lake Leeton, OR 62994",brianromero@example.org,2023-06-29,batch_001,2026-07-31T17:21:16
CUST00012,Cynthia Wilson,1945-03-30,"909 Robert Prairie, Sarahborough, TN 94373",john62@example.net,2017-09-25,batch_001,2026-07-31T17:21:16
CUST00013,Timothy Walls,1984-07-04,"83842 Ibarra Gardens, Justinmouth, MP 71701",cheryl80@example.net,2021-09-06,batch_001,2026-07-31T17:21:16
CUST00014,Matthew Mcmillan,1996-03-08,"82449 Jennifer Ford, Williamview, MH 07159",waltersmaria@example.org,2026-01-05,batch_001,2026-07-31T17:21:16
CUST00015,Mandy Green,1940-10-27,"011 Amy Village Suite 982, Andersonport, MN 05730",jason31@example.com,2022-04-02,batch_001,2026-07-31T17:21:16
CUST00016,Jennifer Oliver,1993-08-31,"26025 Pham Way, West Erik, UT 14669",ebrennan@example.org,2026-02-06,batch_001,2026-07-31T17:21:16
CUST00017,Robert Savage,1954-02-28,"5414 May Locks, Sheilaville, FM 34738",beverlyterrell@example.org,2024-05-29,batch_001,2026-07-31T17:21:16
CUST00018,Richard Graham,1947-12-16,"Unit 1693 Box 4060, DPO AP 71076",michaeljones@example.net,2023-12-21,batch_001,2026-07-31T17:21:16
CUST00019,Mary Martinez,2003-03-28,"PSC 8465, Box 6482, APO AE 55609",lbyrd@example.net,2022-03-12,batch_001,2026-07-31T17:21:16
CUST00020,Roy Torres,1979-04-23,"7738 Leon Underpass Apt. 148, Clarencebury, TX 41188",lindsayhernandez@example.org,2021-09-12,batch_001,2026-07-31T17:21:16
CUST00021,Patricia Gibson,1957-03-29,"676 Dylan Spurs, Port Michelleville, WI 56225",gregoryrubio@example.net,2024-08-29,batch_001,2026-07-31T17:21:16
CUST00022,Sylvia Martinez,1972-03-11,"889 Dodson Mills Suite 872, Colebury, MP 84080",katie87@example.net,2017-06-07,batch_001,2026-07-31T17:21:16
CUST00023,Micheal Young,1956-11-10,"23623 Robert Isle, Perryborough, MP 55570",lstein@example.net,2021-04-01,batch_001,2026-07-31T17:21:16
CUST00024,Aaron Bell,1941-11-28,"893 Robinson Mews Suite 065, Ramseymouth, PW 17229",meadowsbrittany@example.net,2026-05-16,batch_001,2026-07-31T17:21:16
CUST00025,Brandy Murray,1942-06-04,"3755 Ramirez Village Suite 417, Lake Amberstad, IN 85716",harringtondenise@example.org,2018-01-02,batch_001,2026-07-31T17:21:16
CUST00026,Alex Hernandez,2005-03-14,"374 Jackson Rest, Port Loriport, CT 76350",hickmanbarbara@example.com,2020-10-13,batch_001,2026-07-31T17:21:16
CUST00027,Michael Burton,1967-07-28,"919 Michael Meadow Suite 185, Port Robertfort, CT 57323",cynthia72@example.com,2019-12-14,batch_001,2026-07-31T17:21:16
CUST00028,Debra Morton,1952-07-25,"6945 Mariah Corners Suite 737, Rogersfort, PR 43101",tonykelly@example.com,2025-06-15,batch_001,2026-07-31T17:21:16
CUST00029,Meredith Hill,1963-09-28,"36783 Brewer Overpass, Mcguireland, LA 29546",tholt@example.net,2021-05-02,batch_001,2026-07-31T17:21:16
CUST00030,Joseph Coleman,1980-02-26,"7444 David Fields Suite 182, East Joanna, KY 95473",tina34@example.org,2022-11-09,batch_001,2026-07-31T17:21:16
CUST00031,Michael Martinez,1965-02-19,"427 Monique Ports, Taylormouth, MA 24665",kingmichelle@example.org,2019-08-19,batch_001,2026-07-31T17:21:16
CUST00032,Benjamin Soto,1996-07-10,"413 Angela Mall, Port Alexandra, NV 58529",michelle64@example.net,2017-09-09,batch_001,2026-07-31T17:21:16
CUST00033,Natalie Meza,1982-11-03,"1232 Eric Lodge, Norrisfort, LA 04779",keithcampbell@example.com,2017-08-08,batch_001,2026-07-31T17:21:16
CUST00034,Rachel Weber,1945-06-04,"1832 Serrano Cliffs, East Laurashire, PW 38329",smartinez@example.com,2020-07-19,batch_001,2026-07-31T17:21:16
CUST00035,Kathryn Snyder,1988-03-12,"5940 Jeremy Spring, Port Emilyview, OK 05774",thomaspearson@example.com,2023-06-05,batch_001,2026-07-31T17:21:16
CUST00036,Robert Costa,1952-12-05,"5125 Steele Heights Suite 807, West Johnnyville, WI 53477",sandovalamy@example.com,2026-07-15,batch_001,2026-07-31T17:21:16
CUST00037,Lisa Jimenez,1944-04-08,"48247 Martinez Roads, Lake Eric, OH 02293",hdavis@example.com,2019-10-08,batch_001,2026-07-31T17:21:16
CUST00038,Brittany Cantu,2005-01-10,"7737 Patrick Rapid Apt. 146, Sarahhaven, KY 00837",jessica99@example.net,2018-07-29,batch_001,2026-07-31T17:21:16
CUST00039,John Cook,1973-11-25,"5339 Hall Trail Suite 057, Hughesberg, NM 05353",waynelawrence@example.org,2019-02-08,batch_001,2026-07-31T17:21:16
CUST00040,Thomas Smith,2000-01-26,"74596 Melissa Walk, Finleyfort, VI 71413",williamsonjimmy@example.net,2024-01-25,batch_001,2026-07-31T17:21:16
